-0.683139	2.200324	-0.163258	0.219973	0.371647	-1.153569	-0.480834	-1.460670	0.444865	0.000000	-0.634774
-0.683139	-0.115807	1.002874	-1.246515	0.943411	1.130726	-1.089485	-2.095744	1.022612	0.000000	0.585945
0.105098	0.200029	-0.862938	-1.857551	0.371647	0.559652	-1.089485	-0.825596	0.444865	0.000000	0.585945
0.630590	-1.800265	-0.862938	-1.002100	-0.200117	0.559652	-0.480834	-0.190522	-1.288376	0.000000	-0.634774
1.418827	0.305308	1.469326	-1.124307	0.657529	0.559652	1.345118	0.444552	0.444865	0.000000	1.806665
-0.157647	-0.536921	-0.629711	0.586595	-0.200117	1.130726	1.345118	-0.190522	1.022612	0.000000	-0.634774
0.893336	-0.326364	0.069968	0.708802	0.943411	-0.582495	-0.480834	1.079625	1.022612	0.000000	-0.634774
0.630590	-1.063314	-1.096164	-0.268856	0.085765	0.559652	-0.480834	1.079625	0.444865	0.000000	-0.634774
-0.683139	1.252816	-0.163258	-0.513271	0.371647	-1.724642	0.736468	-0.825596	-1.288376	0.000000	-0.634774
0.893336	-0.010528	-2.262296	1.075424	0.657529	-0.582495	-1.089485	-0.825596	-0.132882	0.000000	0.585945
0.105098	-0.010528	1.469326	-1.246515	0.943411	1.130726	0.736468	-0.190522	1.022612	0.000000	-0.634774
0.630590	-0.642200	-0.396485	0.097766	-0.200117	1.130726	-1.089485	1.079625	-1.866123	0.000000	-0.634774
0.105098	1.252816	0.069968	-0.513271	-0.200117	1.130726	-1.089485	-0.190522	-1.288376	0.000000	0.585945
-0.683139	-0.958036	0.303194	2.053083	-0.200117	1.130726	0.736468	-0.190522	-0.132882	0.000000	1.806665
0.367844	-0.010528	0.069968	-1.246515	-1.057764	1.130726	1.345118	-0.190522	0.444865	0.000000	-0.634774
0.630590	0.726423	0.303194	0.708802	-0.771882	0.559652	-1.698136	1.079625	1.022612	0.000000	-0.634774
-0.683139	1.463373	-1.329391	1.197632	-0.200117	-1.724642	0.127817	1.079625	1.600360	0.000000	0.585945
0.893336	0.410587	1.002874	0.097766	-0.200117	-0.011421	-1.089485	-1.460670	-0.710629	0.000000	-1.855494
-1.208631	-2.010822	0.536421	-0.391063	-0.486000	0.559652	-1.089485	1.079625	-1.288376	0.000000	-0.634774
0.893336	0.305308	0.536421	0.219973	-0.200117	-1.724642	1.345118	1.079625	-0.132882	0.000000	0.585945
-0.945885	-2.116101	0.536421	-0.146649	-1.057764	-0.582495	1.345118	1.079625	-0.710629	0.000000	-0.634774
-1.208631	-1.379150	0.303194	0.219973	0.085765	-1.153569	-1.089485	1.079625	0.444865	0.000000	-1.855494
-0.157647	-2.116101	-0.396485	-0.024441	0.943411	-1.724642	1.345118	0.444552	-0.710629	0.000000	-0.634774
0.367844	0.515865	1.469326	-0.757685	0.371647	0.559652	0.127817	0.444552	0.444865	0.000000	-0.634774
-1.471376	0.515865	0.069968	-0.024441	0.371647	-1.724642	-1.089485	1.079625	-1.288376	0.000000	0.585945
-0.157647	-2.642494	0.303194	0.097766	-0.200117	-1.724642	0.127817	1.079625	1.022612	0.000000	0.585945
0.367844	0.200029	0.769647	-0.513271	-0.200117	-1.153569	0.127817	-1.460670	-1.866123	0.000000	0.585945
0.367844	-1.273872	0.536421	0.708802	0.657529	-0.582495	0.127817	-0.190522	-0.132882	0.000000	-0.634774
2.732556	1.252816	1.236100	0.953217	0.371647	1.130726	-0.480834	-0.825596	-0.710629	0.000000	-0.634774
1.681573	0.936980	-0.396485	0.342180	0.657529	-0.011421	1.345118	-0.825596	-1.288376	0.000000	0.585945
0.105098	-0.010528	-1.329391	-0.391063	0.085765	0.559652	1.345118	1.079625	-1.288376	0.000000	0.585945
1.156081	-0.536921	-0.163258	-0.391063	0.943411	1.130726	-1.698136	-0.825596	-0.710629	0.000000	-0.634774
0.367844	1.252816	-0.862938	-0.146649	0.371647	0.559652	0.736468	0.444552	1.022612	0.000000	0.585945
-0.683139	-1.484429	-1.329391	0.464388	0.371647	1.130726	0.127817	-1.460670	-1.288376	0.000000	1.806665
0.893336	0.410587	0.303194	-1.735344	0.371647	-0.582495	0.736468	1.079625	-0.132882	0.000000	-0.634774
